championship_year,event_date,event_date_iso,event_id,event_name,event_label,external_event_name,source_url,source_api_url,tracker_year,athlete,first_name,last_name,bib,bib_display,country_iso2,country_iso3,country,gender,age_group,finisher,dnf,dns,dq,finish_time,finish_seconds,swim_time,swim_seconds,t1_time,t1_seconds,bike_time,bike_seconds,t2_time,t2_seconds,run_time,run_seconds,finish_rank_overall,finish_rank_gender,finish_rank_group,swim_rank_overall,swim_rank_gender,swim_rank_group,bike_rank_overall,bike_rank_gender,bike_rank_group,run_rank_overall,run_rank_gender,run_rank_group,total_distance_completed_km,swim_distance_completed_km,bike_distance_completed_km,run_distance_completed_km,result_id,created_on,modified_on
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Sarah Piampiano,Sarah,Piampiano,3017,,US,USA,United States,Female,FPRO,True,False,False,False,9:01:57,32517,1:05:04,3904,,165,4:52:01,17521,,161,2:59:26,10766,122,11,11,847,139,30,570,28,26,122,11,11,226.27,3.86,180.25,42.16,8fc76b23-1ce7-45dd-a8e9-0d2df225d8d5,2018-10-14T14:45:43Z,2025-04-16T13:49:23Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Bon Blatchford,Bon,Blatchford,3021,,AU,AUS,Australia,Female,FPRO,True,False,False,False,9:06:20,32780,0:52:09,3129,,144,4:53:32,17612,,178,3:15:17,11717,146,12,12,65,5,5,299,15,15,146,12,12,226.27,3.86,180.25,42.16,4c113932-cd5f-42a1-8807-45af9253b49b,2018-10-14T14:47:12Z,2025-04-16T13:44:16Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Mareen Hufe,Mareen,Hufe,3012,,GI,GIB,Gibraltar,Female,FPRO,True,False,False,False,9:06:35,32795,0:58:34,3514,,137,4:43:50,17030,,194,3:18:40,11920,149,13,13,303,37,23,227,8,8,149,13,13,226.27,3.86,180.25,42.16,846644b1-8aaf-4979-93c7-87b373c7d157,2018-10-14T14:45:02Z,2025-04-16T13:42:53Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Heather Jackson,Heather,Jackson,3007,,US,USA,United States,Female,FPRO,True,False,False,False,9:09:16,32956,0:58:18,3498,,118,4:44:45,17085,,139,3:21:56,12116,168,14,14,283,26,13,233,10,10,168,14,14,226.27,3.86,180.25,42.16,d455ebf2-5bbb-482c-9af8-32521b5e8b84,2018-10-14T14:46:36Z,2025-04-16T13:46:22Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Maja Stage Nielsen,Maja,Stage Nielsen,3031,,DK,DNK,Denmark,Female,FPRO,True,False,False,False,9:10:23,33023,0:58:26,3506,,165,4:59:54,17994,,139,3:06:59,11219,172,15,15,293,32,18,610,29,27,172,15,15,226.27,3.86,180.25,42.16,365aec39-44bb-4a22-99cb-14684ade7509,2018-10-14T14:46:26Z,2025-04-16T13:40:02Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Helle Frederiksen,Helle,Frederiksen,3029,,DK,DNK,Denmark,Female,FPRO,True,False,False,False,9:11:52,33112,0:52:02,3122,,146,4:54:05,17645,,139,3:21:00,12060,187,16,16,62,3,3,302,16,16,187,16,16,226.27,3.86,180.25,42.16,536c44e9-d405-4cf0-bd8a-b8eb41b08b26,2018-10-14T14:48:24Z,2025-04-16T13:40:37Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Laura Siddall,Laura,Siddall,3015,,GB,GBR,United Kingdom,Female,FPRO,True,False,False,False,9:12:09,33129,0:58:39,3519,,137,4:54:41,17681,,140,3:14:12,11652,189,17,17,307,38,24,471,25,24,189,17,17,226.27,3.86,180.25,42.16,a7a1383f-3d89-4575-99ce-2e9df89ac627,2018-10-14T14:46:24Z,2025-04-16T13:42:17Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Teresa Adam,Teresa,Adam,3019,,NZ,NZL,New Zealand,Female,FPRO,True,False,False,False,9:12:53,33173,0:52:00,3120,,151,4:52:24,17544,,225,3:22:13,12133,196,18,18,60,2,2,276,14,14,196,18,18,226.27,3.86,180.25,42.16,1bd6b9cb-0932-478a-b447-7f8c3ec06f3b,2018-10-14T14:45:57Z,2025-04-16T13:49:54Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Åsa Lundström,Åsa,Lundström,3038,,SE,SWE,Sweden,Female,FPRO,True,False,False,False,9:16:31,33391,1:04:46,3886,,169,4:50:57,17457,,148,3:15:31,11731,229,19,19,806,132,28,536,26,25,229,19,19,226.27,3.86,180.25,42.16,b9eea4b6-924c-4b58-b0eb-41bc08b0e426,2018-10-14T14:48:46Z,2025-04-16T13:40:18Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Jodie Robertson,Jodie,Robertson,3024,,US,USA,United States,Female,FPRO,True,False,False,False,9:16:36,33396,1:05:45,3945,,202,4:58:21,17901,,154,3:06:34,11194,231,20,20,898,152,31,732,35,29,231,20,20,226.27,3.86,180.25,42.16,9b9f64c0-de12-4bbc-97bb-d69ca2d035dc,2018-10-14T14:47:51Z,2025-04-16T13:43:28Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Tine Deckers,Tine,Deckers,3033,,BE,BEL,Belgium,Female,FPRO,True,False,False,False,9:17:23,33443,0:58:29,3509,,150,4:49:22,17362,,155,3:24:27,12267,238,21,21,299,35,21,347,19,19,238,21,21,226.27,3.86,180.25,42.16,8af6810f-1f29-4927-8f81-b5db5c1cef67,2018-10-14T14:46:26Z,2025-04-16T13:41:06Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Beth Mckenzie,Beth,Mckenzie,3039,,US,USA,United States,Female,FPRO,True,False,False,False,9:18:09,33489,1:04:07,3847,,153,5:04:10,18250,,151,3:04:48,11088,244,22,22,745,116,27,787,43,30,244,22,22,226.27,3.86,180.25,42.16,59e2072b-9a13-4d73-9c2d-98961fbd79d3,2018-10-14T14:48:31Z,2025-04-16T13:46:00Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Janette Dommer,Janette,Dommer,1203,,DK,DNK,Denmark,Female,F45-49,True,False,False,False,9:23:25,33805,1:03:28,3808,,179,4:58:36,17916,,180,3:15:22,11722,309,23,1,665,103,9,691,33,1,309,23,1,226.27,3.86,180.25,42.16,3982fc1c-7e67-47fc-a026-b39a4766ad88,2018-10-14T14:44:29Z,2025-04-16T13:48:30Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Melanie Burke,Melanie,Burke,3037,,NZ,NZL,New Zealand,Female,FPRO,True,False,False,False,9:25:02,33902,1:14:02,4442,,156,4:45:28,17128,,161,3:20:15,12015,327,24,23,1538,352,32,631,31,28,327,24,23,226.27,3.86,180.25,42.16,1f0a58d1-7b99-464a-9183-c4cbfa2b474e,2018-10-14T14:48:22Z,2025-04-16T13:43:30Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Gurutze Frades Larralde,Gurutze,Frades Larralde,3028,,ES,ESP,Spain,Female,FPRO,True,False,False,False,9:26:19,33979,1:05:03,3903,,178,5:08:41,18521,,141,3:07:16,11236,338,25,24,845,138,29,896,66,31,338,25,24,226.27,3.86,180.25,42.16,41f0c9a5-0b28-4d74-b674-3afa9847318d,2018-10-14T14:45:28Z,2025-04-16T13:49:35Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Jen Annett,Jen,Annett,3032,,CA,CAN,Canada,Female,FPRO,True,False,False,False,9:27:06,34026,0:58:47,3527,,132,4:51:37,17497,,151,3:31:59,12719,345,26,25,319,46,26,405,22,21,345,26,25,226.27,3.86,180.25,42.16,ac0857a9-071e-4ee9-82e2-fb529664a227,2018-10-14T14:43:01Z,2025-04-16T13:41:35Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Michelle Vesterby,Michelle,Vesterby,3020,,DK,DNK,Denmark,Female,FPRO,True,False,False,False,9:27:57,34077,0:54:18,3258,,131,4:56:44,17804,,168,3:31:56,12716,355,27,26,128,10,8,420,24,23,355,27,26,226.27,3.86,180.25,42.16,969ec5f8-781b-4b56-9445-b690c42c0d43,2018-10-14T14:46:16Z,2025-04-16T13:45:28Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Susie Cheetham,Susie,Cheetham,3005,,GB,GBR,United Kingdom,Female,FPRO,True,False,False,False,9:27:57,34077,0:58:19,3499,,135,4:50:39,17439,,159,3:34:05,12845,355,27,26,285,28,15,374,20,20,355,27,26,226.27,3.86,180.25,42.16,9b2bcf60-2d8d-4e84-81b0-e1e0fb2f23dd,2018-10-14T14:48:49Z,2025-04-16T13:40:22Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Christina Svejstrup,Christina,Svejstrup,1916,,DK,DNK,Denmark,Female,F35-39,True,False,False,False,9:28:48,34128,1:09:12,4152,,192,4:55:10,17710,,241,3:17:13,11833,362,29,1,1199,251,34,735,36,1,362,29,1,226.27,3.86,180.25,42.16,81bf64ad-920b-4cb0-af90-cb1d2f96c71c,2018-10-14T14:44:33Z,2025-04-16T13:46:23Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Ruth Astle,Ruth,Astle,2330,,GB,GBR,United Kingdom,Female,F25-29,True,False,False,False,9:33:46,34426,1:03:20,3800,,152,4:52:43,17563,,168,3:32:23,12743,409,30,1,646,97,17,538,27,1,409,30,1,226.27,3.86,180.25,42.16,1a880e3a-eb8d-4c5b-87a2-c9c2bc6e16be,2018-10-14T14:47:16Z,2025-04-16T13:47:01Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Rach McBride,Rach,McBride,3026,,CA,CAN,Canada,Female,FPRO,True,False,False,False,9:34:09,34449,0:54:05,3245,,145,4:48:15,17295,,173,3:46:31,13591,414,31,28,121,8,6,228,9,9,414,31,28,226.27,3.86,180.25,42.16,6f3c92a7-5c0d-495f-bafa-367173f68e33,2018-10-14T14:48:38Z,2025-04-16T13:41:06Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Tessa Kortekaas,Tessa,Kortekaas,2156,,NL,NLD,Netherlands,Female,F30-34,True,False,False,False,9:36:26,34586,1:05:06,3906,,140,4:56:43,17803,,147,3:29:50,12590,448,32,1,851,140,20,671,32,2,448,32,1,226.27,3.86,180.25,42.16,01340d8d-3b64-45d2-81de-68fffef937d4,2018-10-14T14:49:12Z,2025-04-16T13:48:49Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Tamara Hitz,Tamara,Hitz,2369,,DE,DEU,Germany,Female,F25-29,True,False,False,False,9:38:48,34728,0:57:03,3423,,150,5:09:15,18555,,179,3:27:01,12421,481,33,2,233,20,5,749,39,2,481,33,2,226.27,3.86,180.25,42.16,f97ce8bd-4695-40f6-a32e-ba5296c7566b,2018-10-14T14:44:08Z,2025-04-16T13:43:11Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Barbara Scherrer,Barbara,Scherrer,2195,,CH,CHE,Switzerland,Female,F30-34,True,False,False,False,9:43:47,35027,1:02:23,3743,,223,4:55:07,17707,,213,3:39:01,13141,526,34,2,582,84,10,611,30,1,526,34,2,226.27,3.86,180.25,42.16,2733bff0-dc38-4c84-b8b5-e3d16f2960cf,2018-10-14T14:43:56Z,2025-04-16T13:44:15Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Hilary Fenton,Hilary,Fenton,2325,,US,USA,United States,Female,F25-29,True,False,False,False,9:44:38,35078,1:04:13,3853,,222,5:05:26,18326,,214,3:27:43,12463,535,35,3,754,119,20,839,51,7,535,35,3,226.27,3.86,180.25,42.16,b001242a-98c6-4d17-9e2d-4a2d13de8308,2018-10-14T14:49:08Z,2025-04-16T13:40:21Z
2018,10/13/2018,2018-10-13T00:00:00Z,19c48b66-758e-e711-9419-005056951bf1,2018 IRONMAN World Championship,2018 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=19c48b66-758e-e711-9419-005056951bf1,2018,Pierangela Dezerega,Pierangela,Dezerega,2146,,CL,CHL,Chile,Female,F30-34,True,False,False,False,9:46:03,35163,1:06:08,3968,,252,5:07:09,18429,,181,3:25:33,12333,554,36,3,932,162,26,914,70,9,554,36,3,226.27,3.86,180.25,42.16,df4ab21e-0258-4f40-9de0-cf88bef94681,2018-10-14T14:46:42Z,2025-04-16T13:44:47Z
